No,Nama Sekolah,BP,Status,siswa_total,jumlah_guru,staf_total,jumlah_ruangan,daya_listrik,wilayah_total,skor_akreditasi,Lintang,Bujur,pca1,pca2,dbscanonly_kluster,PeningkatanDBSCAN_3klaster,skor_akreditasi_n,siswa_total_n,jumlah_ruangan_n,wilayah_total_n,daya_listrik_n,jumlah_guru_n,staf_total_n,skor_rekomendasi,peringkat
2689,UPT SD NEGERI 4 BANGKALA BARAT,SD,Negeri,138,9,0,7,2200,3009,71,-5.51155,119.663565,-1.140956033,-0.023814106,2,0,0.956521739,0.086737901,0.920454545,0.996825922,0.992438563,0.928,1,92.69056379,110
2991,SD NEGERI 555 MINANGATALLU,SD,Negeri,81,8,3,7,2200,4399,70,-3.283546,120.82663,-0.948574534,-0.462820233,2,0,1,0.050911376,0.920454545,0.995342409,0.992438563,0.936,0.90625,92.66163909,111
1568,SD NEGERI 333 TIBONA,SD,Negeri,74,9,4,6,1300,686,70,-5.509873,120.120741,-0.776480842,-0.184566256,2,0,1,0.046511628,0.931818182,0.999305204,0.995710339,0.928,0.875,92.6394832,112
4885,SD NEGERI 151 BUNNE,SD,Negeri,82,8,2,8,2200,2298,70,-4.345753,119.911428,-0.958662352,-0.091507736,2,0,1,0.051539912,0.909090909,0.997584755,0.992438563,0.936,0.9375,92.6300863,113
7827,SMP AL BARKAH BONE,SMP,Swasta,137,7,2,6,3500,1162,71,-4.55401,120.220471,-0.9828506,-0.055544348,2,0,0.956521739,0.086109365,0.931818182,0.99879718,0.987712665,0.944,0.9375,92.62869373,114
1790,SD NEGERI 50 PALIOI,SD,Negeri,122,9,3,10,900,801,70,-5.398633,120.324623,-0.511007457,-0.231254564,2,0,1,0.076681332,0.886363636,0.999182467,0.997164461,0.928,0.90625,92.62136285,115
8990,SMKS ISLAM HIDAYATULLAH SAHID,SMK,Swasta,60,5,2,7,2200,4546,70,-2.546685,120.448157,-1.228541518,-0.022628215,2,0,1,0.037712131,0.920454545,0.995185519,0.992438563,0.96,0.9375,92.59417127,116
1224,SD INPRES 4/82 PUSUNGE,SD,Negeri,61,6,3,6,5500,3329,70,-4.38149,119.739657,-1.067483534,-0.005480999,2,0,1,0.038340666,0.931818182,0.996484394,0.980442053,0.952,0.90625,92.57661746,117
4399,SD NEGERI 3 PANGKAJENE,SD,Negeri,84,9,3,7,5500,3767,70,-3.729705,119.67065,-0.864391966,-0.409369316,2,0,1,0.052796983,0.920454545,0.996016927,0.980442053,0.928,0.90625,92.55386475,118
8233,SMA ISLAM TERPADU UNHAS,SMA,Swasta,0,0,0,0,1200,355,71,-5.133560238,119.5136241,-0.924138791,7.324446429,2,0,0.956521739,0,1,0.999658472,0.996073869,1,1,92.54027977,119
5433,UPT SDN 9 GANDANGBATU SILLANAN,SD,Negeri,190,17,4,12,5500,3557,70,-3.068901,119.8388,0.310284363,-0.717873387,2,0,1,0.119421747,0.863636364,0.996241055,0.980442053,0.864,0.875,92.50751073,120
5419,UPT SDN 1 GANDANGBATU SILLANAN,SD,Negeri,77,10,3,7,1300,1246,70,-3.067071,119.836126,-0.806188459,-0.166855839,2,0,1,0.048397234,0.920454545,0.998707529,0.995710339,0.92,0.90625,92.49175419,121
1614,SD NEGERI 9 TANAH KONGKONG,SD,Negeri,199,11,4,8,5500,3060,71,-5.488886,120.440535,-0.147542142,-0.208506205,2,0,0.956521739,0.125078567,0.909090909,0.996771491,0.980442053,0.912,0.875,92.4624998,122
5486,UPT SDN 4 SALUPUTTI,SD,Negeri,91,9,2,9,900,517,70,-3.07138,119.834611,-0.827935125,-0.15830212,2,0,1,0.057196732,0.897727273,0.999485573,0.997164461,0.928,0.9375,92.45744459,123
2150,SD INPRES SOGAYA,SD,Negeri,158,5,3,7,5500,4544,71,-5.330128,119.755206,-0.764947464,-0.052355344,2,0,0.956521739,0.099308611,0.920454545,0.995187654,0.980442053,0.96,0.90625,92.4562769,124
5066,SD NEGERI 43 WATAN LEWORENG,SD,Negeri,51,8,1,7,2200,3433,70,-4.356382,119.907335,-1.273648224,-0.009248442,2,0,1,0.032055311,0.920454545,0.996373397,0.992438563,0.936,0.96875,92.41772479,125
9026,SMKS TUT WURI HANDAYANI PGRI BONTORAMBA,SMK,Swasta,0,0,0,0,900,4454,71,-5.669347,119.723764,-2.456405398,0.242392456,2,0,0.956521739,0,1,0.995283709,0.997164461,1,1,92.41280281,126
8863,SMK BINTANG MUDA SEHATI,SMK,Swasta,0,1,0,0,1300,1598,71,-3.072585,119.838874,-2.408785904,0.229326903,2,0,0.956521739,0,1,0.998331848,0.995710339,0.992,1,92.40230041,127
3889,SD NEGERI 26 TARAWEANG KABBA,SD,Negeri,161,8,3,7,3500,3791,71,-4.996726,119.612081,-0.638384784,-0.133299762,2,0,0.956521739,0.101194217,0.920454545,0.995991312,0.987712665,0.936,0.90625,92.38995683,128
4941,SD NEGERI 244 LAWO,SD,Negeri,67,11,2,7,2200,2043,70,-4.346644,119.905788,-0.935974698,-0.103871704,2,0,1,0.042111879,0.920454545,0.99785691,0.992438563,0.912,0.9375,92.36247914,129
8583,SMAS ANGKASA,SMA,Swasta,642,21,6,23,5500,2492,73,-5.00521,119.583975,2.956294795,-0.888958698,0,0,0.869565217,0.403519799,0.738636364,0.997377704,0.980442053,0.832,0.8125,92.32486362,130
4174,UPT SD NEGERI 39 PINRANG,SD,Negeri,145,9,2,7,1300,1102,71,-3.292878,120.141802,-0.815219996,-0.142214419,2,0,0.956521739,0.091137649,0.920454545,0.998861217,0.995710339,0.928,0.9375,92.31025412,131
2510,UPT SD NEGERI 19 BINAMU,SD,Negeri,75,10,3,7,3500,2003,70,-5.539569,119.35584,-0.862032508,-0.461494188,2,0,1,0.047140163,0.920454545,0.997899601,0.987712665,0.92,0.90625,92.30848662,132
5341,UPT SD NEGERI 14 INPRES CIKOWANG,SD,Negeri,171,11,1,9,3500,892,71,-5.448804,119.484903,-0.642299469,-0.118179097,2,0,0.956521739,0.107479573,0.897727273,0.999085345,0.987712665,0.912,0.96875,92.27243051,133
1680,SD NEGERI 287 DOMENGA,SD,Negeri,54,7,2,7,1300,4507,70,-5.580082,120.03612,-1.232886144,-0.406359743,2,0,1,0.033940918,0.920454545,0.995227143,0.995710339,0.944,0.9375,92.25191818,134
1247,SD NEGERI 86 LABOTTO,SD,Negeri,142,7,2,7,2200,4223,71,-4.271464,119.9482,-0.983781457,-0.469660401,0,0,0.956521739,0.089252043,0.920454545,0.995530249,0.992438563,0.944,0.9375,92.25002391,135
2893,SD NEGERI 648 SANG TANDUNG,SD,Negeri,55,9,2,7,900,712,70,-2.571473,120.71721,-1.144753617,-0.45139031,2,0,1,0.034569453,0.920454545,0.999277454,0.997164461,0.928,0.9375,92.248334,136
3965,SD NEGERI 39 GUSUNG,SD,Negeri,22,2,2,6,2200,694,70,-4.92114,119.592241,-1.545925251,0.032774465,2,0,1,0.013827781,0.931818182,0.999296665,0.992438563,0.984,0.9375,92.23802983,137
3975,SD NEGERI 10 PULAU SAPULI,SD,Negeri,35,8,2,6,1300,720,70,-5.08858,119.536155,-1.244076266,-0.062876252,2,0,1,0.021998743,0.931818182,0.999268916,0.995710339,0.936,0.9375,92.15555463,138
8410,SMAS ISLAM HIZBUL WATHAN,SMA,Swasta,88,9,1,4,3500,1912,71,-5.290024,119.752084,-1.32870449,0.029203782,2,0,0.956521739,0.055311125,0.954545455,0.997996723,0.987712665,0.928,0.96875,92.14546578,139
1397,SD INPRES 5/81 MATTAMPAWALIE,SD,Negeri,63,8,3,7,1300,4302,70,-4.97324,120.387296,-0.933925992,-0.127045243,2,0,1,0.039597737,0.920454545,0.995445934,0.995710339,0.936,0.90625,92.10779346,140
1200,SD INPRES 5/81 AWO II,SD,Negeri,39,7,2,6,5500,4078,70,-4.344561,120.387797,-1.237146026,0.049041441,2,0,1,0.024512885,0.931818182,0.995685004,0.980442053,0.944,0.9375,92.09000188,141
4860,SD Neg No 16 P Liang  Liang,SD,Negeri,50,7,2,7,5500,778,70,-5.116641,120.251051,-1.134984297,0.018579394,2,0,1,0.031426776,0.920454545,0.999207014,0.980442053,0.944,0.9375,92.07267982,142
1411,SD NEGERI 168 BARUGAE,SD,Negeri,70,7,4,7,3500,1908,70,-4.425213,119.935443,-0.78380041,-0.126072387,2,0,1,0.043997486,0.920454545,0.998000993,0.987712665,0.944,0.875,92.06375793,143
631,UPTD SD NEGERI 14 BARRU,SD,Negeri,104,9,4,9,900,4288,70,-4.410669,119.636103,-0.474708697,-0.246019601,2,0,1,0.065367693,0.897727273,0.995460876,0.997164461,0.928,0.875,92.04409489,144
2035,SD NEGERI 136 PASADANAN,SD,Negeri,80,11,4,7,1300,4248,70,-3.556711,119.766547,-0.592723855,-0.218141936,2,0,1,0.050282841,0.920454545,0.995503567,0.995710339,0.912,0.875,92.03996774,145
7955,SMP NEGERI 4 PAJUKUKANG SATAP KALAMMASSANG,SMP,Negeri,95,13,1,4,3500,2581,71,-5.516427,119.945645,-1.125837193,-0.018375276,2,0,0.956521739,0.059710874,0.954545455,0.997282716,0.987712665,0.896,0.96875,91.9882679,146
1929,SD NEGERI 143 LEMO,SD,Negeri,93,14,2,9,2200,1394,70,-3.566724,119.76625,-0.651787531,-0.53084808,2,0,1,0.058453803,0.897727273,0.998549572,0.992438563,0.888,0.9375,91.98261751,147
3691,UPTD SDN 212 INPRES PANGKAJENE,SD,Negeri,120,8,2,6,5500,838,71,-4.999173,119.58164,-1.035586697,-0.360433604,2,0,0.956521739,0.075424261,0.931818182,0.999142978,0.980442053,0.936,0.9375,91.90379998,148
3450,UPT SD NEGERI 012 BUNTU TERPEDO,SD,Negeri,283,18,5,13,2200,3445,71,-2.537388,120.442904,0.898564073,-0.527203248,2,0,0.956521739,0.17787555,0.852272727,0.99636059,0.992438563,0.856,0.84375,91.8976199,149
3340,UPT SD NEGERI 181 MAKITTA,SD,Negeri,133,7,2,7,5500,3455,71,-2.551097,120.450226,-0.898895265,-0.017712727,2,0,0.956521739,0.083595223,0.920454545,0.996349917,0.980442053,0.944,0.9375,91.84192827,150
3942,SD NEGERI 16 KALUKALUKUANG,SD,Negeri,54,10,2,7,5500,4940,70,-4.928447,119.893625,-0.984511693,-0.007633977,2,0,1,0.033940918,0.920454545,0.994765013,0.980442053,0.92,0.9375,91.78853702,151
4520,SD NEGERI 3 BETAO,SD,Negeri,33,8,1,7,3500,3139,70,-3.940856,120.181468,-1.310103614,0.027514853,2,0,1,0.020741672,0.920454545,0.996687176,0.987712665,0.936,0.96875,91.77923952,152
7039,UPT SMP NEGERI 10 PINRANG,SMP,Negeri,106,11,4,9,5500,3150,70,-3.782896,119.643096,-0.335670987,-0.178428685,2,0,1,0.066624764,0.897727273,0.996675436,0.980442053,0.912,0.875,91.77518521,153
8999,SMKN 2 LUWU,SMK,Negeri,803,59,9,26,3500,2178,73,-2.608986,120.33372,5.73944684,-1.989906554,2,0,0.869565217,0.504714016,0.704545455,0.997712828,0.987712665,0.528,0.71875,91.71261875,154
4067,UPT SD NEGERI 144 PINRANG,SD,Negeri,61,7,0,10,3500,2537,70,-3.688637,119.654092,-1.21593873,0.022204769,2,0,1,0.038340666,0.886363636,0.997329676,0.987712665,0.944,1,91.69309058,155
5114,SD NEGERI 269 ALLANGKIANGENG,SD,Negeri,50,7,2,8,900,3496,70,-4.350848,119.911469,-1.102055617,-0.085657843,2,0,1,0.031426776,0.909090909,0.996306159,0.997164461,0.944,0.9375,91.67761897,156
853,SD NEGERI 8 WATAMPONE,SD,Negeri,140,8,2,8,900,4067,71,-4.549817,120.219534,-0.801934739,-0.141252785,2,0,0.956521739,0.087994972,0.909090909,0.995696744,0.997164461,0.936,0.9375,91.65858014,157
6823,UPT SMP PESANTREN TARBIYAH PALLEKO,SMP,Swasta,75,9,1,10,2200,3433,70,-5.441637,119.492368,-0.940101381,-0.079347396,2,0,1,0.047140163,0.886363636,0.996373397,0.992438563,0.928,0.96875,91.63912388,158
3609,UPTD SDN 207 Inpres Pajjaiang,SD,Negeri,118,7,2,7,900,773,71,-5.002986,119.585404,-0.983640863,-0.11383684,2,0,0.956521739,0.07416719,0.920454545,0.999212351,0.997164461,0.944,0.9375,91.62908032,159
3027,SD NEGERI 42 BUNTU SAREK,SD,Negeri,37,9,3,6,5500,1472,70,-3.238515,120.030854,-0.99490253,-0.029423674,2,0,1,0.023255814,0.931818182,0.998466325,0.980442053,0.928,0.90625,91.57312717,160
7324,SMP ISLAM TAHFIDZ DARUL HASANI,SMP,Swasta,111,12,1,6,5500,1584,71,-2.597112,121.211275,-0.961497523,-0.004735806,2,0,0.956521739,0.069767442,0.931818182,0.99834679,0.980442053,0.904,0.96875,91.57249746,161
6919,UPTD SMP NEGERI 28 SINJAI,SMP,Negeri,88,12,4,8,5500,4371,70,-5.126674,120.254282,-0.411336687,-0.158698761,2,0,1,0.055311125,0.909090909,0.995372292,0.980442053,0.904,0.875,91.54088312,162
2170,SDIT ALIF CENDEKIA GOWA,SD,Swasta,200,14,2,17,1300,3469,70,-5.376732,119.571515,0.295992586,-0.376179169,2,0,1,0.125707102,0.806818182,0.996334975,0.995710339,0.888,0.9375,91.53687251,163
5146,UPT SDN 3 PATTALLASSANG,SD,Negeri,66,11,4,7,2200,4573,70,-5.442383,119.490446,-0.621767013,-0.190245622,2,0,1,0.041483344,0.920454545,0.995156703,0.992438563,0.912,0.875,91.52908084,164
4985,SD NEGERI 161 KARYA,SD,Negeri,136,7,4,7,1300,880,71,-4.349183,119.902292,-0.615740611,-0.208399091,2,0,0.956521739,0.08548083,0.920454545,0.999098152,0.995710339,0.944,0.875,91.4893524,165
3551,UPTD SDN 100 INPRES BALOSI,SD,Negeri,140,7,4,7,1300,4882,71,-5.000677,119.592005,-0.602801784,-0.199520171,2,0,0.956521739,0.087994972,0.920454545,0.994826915,0.995710339,0.944,0.875,91.48484666,166
7923,UPTD SMP NEGERI SATAP 16 BARRU,SMP,Negeri,46,12,5,5,2200,2300,70,-4.417958,119.638857,-0.622092882,-0.214726076,2,0,1,0.028912634,0.943181818,0.99758262,0.992438563,0.904,0.84375,91.48430968,167
4527,SD NEGERI 6 LANCIRANG,SD,Negeri,44,8,2,8,900,755,70,-3.347537,119.906543,-1.074058938,-0.102621903,2,0,1,0.027655563,0.909090909,0.999231561,0.997164461,0.936,0.9375,91.4816245,168
8691,SMAN 11 TAKALAR,SMA,Negeri,268,37,7,14,900,1554,70,-5.443668,119.48887,2.023514656,-1.228987236,2,0,1,0.168447517,0.840909091,0.998378808,0.997164461,0.704,0.78125,91.4577984,169
4820,SD Neg No 207 Parepo,SD,Negeri,32,7,2,7,5500,1411,70,-5.122962,120.262396,-1.183075684,0.030466828,0,0,1,0.020113136,0.920454545,0.998531429,0.980442053,0.944,0.9375,91.45653611,170
7594,SMP INTEGRAL TAHFIDZ BOLLANGI,SMP,Swasta,0,6,1,0,5500,500,71,-5.279332,119.740401,-1.983046971,0.209830189,2,0,0.956521739,0,1,0.999503717,0.980442053,0.952,0.96875,91.4514044,171
7789,SMPS TANRA TELLUE,SMP,Swasta,93,6,4,4,5500,1679,71,-4.54392,120.229574,-0.961544429,-0.040368405,2,0,0.956521739,0.058453803,0.954545455,0.998245399,0.980442053,0.952,0.875,91.43868873,172
668,UPTD SD NEGERI 41 BARRU,SD,Negeri,176,10,4,9,2200,4663,71,-4.408536,119.631906,-0.211342961,-0.266291352,2,0,0.956521739,0.11062225,0.897727273,0.995060648,0.992438563,0.92,0.875,91.38322517,173
2034,SD NEGERI KECIL BAKA,SD,Negeri,32,11,1,7,5500,4128,70,-3.550926,119.765202,-1.156418679,0.036109113,2,0,1,0.020113136,0.920454545,0.99563164,0.980442053,0.912,0.96875,91.35521244,174
7360,SMPN 1 Pabatang Satu Atap,SMP,Negeri,14,9,3,5,2200,4336,70,-2.613184,120.336499,-1.160083649,-0.061524822,2,0,1,0.008799497,0.943181818,0.995409647,0.992438563,0.928,0.90625,91.34602558,175
1821,SD NEGERI 97 SAMPEANG,SD,Negeri,148,8,5,7,1300,3646,71,-5.317528,120.229644,-0.377840326,-0.263763458,2,0,0.956521739,0.093023256,0.920454545,0.996146067,0.995710339,0.936,0.84375,91.34288962,176
4849,SD Neg No 250 Maroanging,SD,Negeri,119,6,3,7,900,2719,71,-5.11617,120.244736,-0.868208649,-0.145080926,2,0,0.956521739,0.074795726,0.920454545,0.997135432,0.997164461,0.952,0.90625,91.33006859,177
8486,SMAN 8 LUWU,SMA,Negeri,202,17,6,14,2200,4293,70,-2.602062,120.339669,0.855828232,-0.533375737,2,0,1,0.126964173,0.840909091,0.99545554,0.992438563,0.864,0.8125,91.31517688,178
2416,SD INPRES PORONG,SD,Negeri,127,9,1,8,5500,4214,71,-5.411682,119.528365,-0.906428235,-0.004294457,2,0,0.956521739,0.07982401,0.909090909,0.995539855,0.980442053,0.928,0.96875,91.29874713,179
7453,SMP NEGERI SATAP PARANTA,SMP,Negeri,74,12,7,6,900,1555,70,-2.603277,120.327751,-0.169067444,-0.367169287,2,0,1,0.046511628,0.931818182,0.998377741,0.997164461,0.904,0.78125,91.28125799,180
2065,SDN 197 PANGGANDANGAN,SD,Negeri,71,10,2,4,900,1432,71,-3.567377,119.758148,-1.19547313,-0.076473428,2,0,0.956521739,0.044626021,0.954545455,0.998509016,0.997164461,0.92,0.9375,91.25993522,181
3122,SD NEGERI 272 PARAHUA,SD,Negeri,240,16,3,13,5500,2818,71,-2.598028,121.210889,0.406261792,-0.317067767,2,0,0.956521739,0.150848523,0.852272727,0.997029772,0.980442053,0.872,0.90625,91.25848268,182
4161,UPT SD NEGERI 261 PINRANG,SD,Negeri,89,8,1,12,900,3736,70,-3.320793,119.908895,-0.811445952,-0.131580144,2,0,1,0.055939661,0.863636364,0.996050013,0.997164461,0.936,0.96875,91.24996095,183
3372,UPT SD NEGERI 232 KARONDANG,SD,Negeri,152,6,5,8,1300,2312,71,-2.539939,120.4552,-0.464696322,-0.644563222,0,0,0.956521739,0.095537398,0.909090909,0.997569813,0.995710339,0.952,0.84375,91.21002591,184
5284,UPT SD INPRES 189 KANITE,SD,Negeri,135,8,4,7,5500,682,71,-5.448257,119.495667,-0.533823856,-0.133218249,2,0,0.956521739,0.084852294,0.920454545,0.999309473,0.980442053,0.936,0.875,91.19726652,185
2952,SD NEGERI 640 PANNORI,SD,Negeri,72,7,1,5,5500,3326,71,-2.989172,120.64622,-1.441689483,-0.254269781,2,0,0.956521739,0.045254557,0.943181818,0.996487596,0.980442053,0.944,0.96875,91.17513592,186
5646,SD Negeri 14 Buntu Pepasan,SD,Negeri,118,11,2,7,2200,1814,71,-2.96254,119.906813,-0.788054009,-0.132511154,0,0,0.956521739,0.07416719,0.920454545,0.998101316,0.992438563,0.912,0.9375,91.17398675,187
3790,SD NEGERI 15 BONTOJAI,SD,Negeri,113,9,2,7,900,4105,71,-4.929268,119.572483,-0.903491462,-0.124672001,2,0,0.956521739,0.071024513,0.920454545,0.995656188,0.997164461,0.928,0.9375,91.16739765,188
6766,UPT SMPN SATAP 2 RANTETAYO,SMP,Negeri,85,10,2,5,900,3641,71,-3.061635,119.841136,-1.082164467,-0.092794512,2,0,0.956521739,0.053425519,0.943181818,0.996151404,0.997164461,0.92,0.9375,91.15363027,189
2067,SD NEGERI 120 BAROKO,SD,Negeri,96,8,1,7,1300,1577,71,-3.549776,119.763323,-1.150729576,-0.05615281,2,0,0.956521739,0.060339409,0.920454545,0.998354261,0.995710339,0.936,0.96875,91.12397527,190
1580,SD NEGERI 68 TIBONA,SD,Negeri,135,9,4,7,3500,3279,71,-5.563743,120.484614,-0.504350643,-0.175607298,0,0,0.956521739,0.084852294,0.920454545,0.996537758,0.987712665,0.928,0.875,91.10027501,191
3919,SD NEGERI 24 KEMBANG LEMARI,SD,Negeri,130,5,5,7,900,2050,71,-4.871755,119.383509,-0.569156416,-0.234928815,0,0,0.956521739,0.081709617,0.920454545,0.997849439,0.997164461,0.96,0.84375,91.09362842,192
5489,UPT SDN 7 SALUPUTTI,SD,Negeri,118,11,2,7,2200,4843,71,-3.06106,119.831706,-0.786382437,-0.123939959,0,0,0.956521739,0.07416719,0.920454545,0.994868538,0.992438563,0.912,0.9375,91.07057967,193
6978,SMP NEGERI 3 DUA PITUE,SMP,Negeri,172,15,3,15,5500,1616,70,-3.782061,119.850768,0.313310703,-0.30765348,2,0,1,0.108108108,0.829545455,0.998312637,0.980442053,0.88,0.90625,91.0391016,194
956,SD NEGERI 64 LAPPAE,SD,Negeri,91,6,2,6,5500,3550,71,-4.55364,120.229116,-1.132652695,0.030183413,2,0,0.956521739,0.057196732,0.931818182,0.996248526,0.980442053,0.952,0.9375,91.03613831,195
866,SD INPRES 12/79 PALATTAE,SD,Negeri,120,9,3,7,1300,3869,71,-4.552729,120.221354,-0.722917566,-0.165989645,2,0,0.956521739,0.075424261,0.920454545,0.995908065,0.995710339,0.928,0.90625,91.03305172,196
1310,SD INPRES 5/81 LILINA AJANGALE,SD,Negeri,101,7,2,7,1300,1554,71,-4.678214,120.498541,-1.024700457,-0.091106718,2,0,0.956521739,0.063482087,0.920454545,0.998378808,0.995710339,0.944,0.9375,91.02430186,197
7961,SMP IT DARUL BAYANYAPQAH,SMP,Swasta,0,10,1,0,3500,4963,71,-5.523791,119.961296,-1.815395842,0.135688276,2,0,0.956521739,0,1,0.994740465,0.987712665,0.92,0.96875,91.01653466,198
2360,SD NEGERI GARING,SD,Negeri,107,7,2,7,5500,3206,71,-5.249793,119.606467,-0.969163898,-0.004765694,2,0,0.956521739,0.0672533,0.920454545,0.996615669,0.980442053,0.944,0.9375,90.99165797,199
2417,SD INPRES TAMALATEA,SD,Negeri,66,5,2,5,900,4451,71,-5.238417,119.694568,-1.361953298,-0.020783467,2,0,0.956521739,0.041483344,0.943181818,0.99528691,0.997164461,0.96,0.9375,90.95537234,200
3204,SD ISLAM MARGOLEMBO,SD,Swasta,97,6,2,7,2200,2640,71,-2.58384,121.207544,-1.072609607,-0.056282252,2,0,0.956521739,0.060967945,0.920454545,0.997219747,0.992438563,0.952,0.9375,90.90912329,201
2037,SD NEGERI 166 TANGRU,SD,Negeri,197,17,3,11,2200,1821,71,-3.548991,119.764963,0.155612335,-0.350498653,2,0,0.956521739,0.123821496,0.875,0.998093846,0.992438563,0.864,0.90625,90.90451418,202
3382,UPT SD NEGERI 242 TULUNG REJO,SD,Negeri,118,7,2,8,5500,2789,71,-2.534094,120.452059,-0.865268479,-0.026181475,2,0,0.956521739,0.07416719,0.909090909,0.997060723,0.980442053,0.944,0.9375,90.87591312,203
1408,SD NEGERI 165 TURUCINNAE,SD,Negeri,115,7,3,7,5500,3911,71,-4.745987,120.095761,-0.789199042,-0.052821931,2,0,0.956521739,0.072281584,0.920454545,0.995863239,0.980442053,0.944,0.90625,90.8748287,204
3871,SD NEGERI 28 KASSIKEBO,SD,Negeri,48,8,1,4,5500,1154,71,-5.276824,119.876433,-1.464065029,0.102812332,2,0,0.956521739,0.030169705,0.954545455,0.998805718,0.980442053,0.936,0.96875,90.85848961,205
7657,SMP NEGERI 3 PARIGISATAP RAULO,SMP,Negeri,59,8,1,5,2200,2374,71,-5.677516,119.732372,-1.390002039,0.016589598,2,0,0.956521739,0.037083595,0.943181818,0.997503642,0.992438563,0.936,0.96875,90.82390674,206
993,SD NEGERI 244 LAPASA,SD,Negeri,110,8,3,7,2200,2391,71,-4.546895,120.226791,-0.788199556,-0.134397811,2,0,0.956521739,0.069138906,0.920454545,0.997485498,0.992438563,0.936,0.90625,90.80722768,207
5085,SD NEGERI 51 TONRONGE,SD,Negeri,88,8,1,7,900,3827,71,-4.349944,119.913756,-1.174471246,-0.052431403,2,0,0.956521739,0.055311125,0.920454545,0.99595289,0.997164461,0.936,0.96875,90.7995371,208
3527,SD MUHAMMADIYAH I,SD,Swasta,89,6,3,6,3500,3353,71,-4.998396,119.573956,-0.998623933,-0.056595415,2,0,0.956521739,0.055939661,0.931818182,0.996458779,0.987712665,0.952,0.90625,90.70286505,209
1593,SD NEGERI 91 MUNTE,SD,Negeri,97,8,2,7,3500,1864,71,-5.35704,120.277115,-0.969830426,-0.057497093,2,0,0.956521739,0.060967945,0.920454545,0.998047953,0.987712665,0.936,0.9375,90.69884353,210
8629,SMAS DDI PINRANG,SMA,Swasta,143,6,1,11,5500,2697,71,-3.791863,119.648544,-0.778833342,-0.02815215,2,0,0.956521739,0.089880578,0.875,0.997158912,0.980442053,0.952,0.96875,90.67326434,211
2715,UPT SD NEGERI 8 TURATEA,SD,Negeri,95,8,2,7,900,4189,71,-5.558872,119.527458,-0.997702041,-0.102514641,2,0,0.956521739,0.059710874,0.920454545,0.995566537,0.997164461,0.936,0.9375,90.66138787,212
3596,UPTD SDN 11 LEANGLEANG,SD,Negeri,95,8,2,7,900,4595,71,-4.99926,119.577723,-0.998244482,-0.104769298,2,0,0.956521739,0.059710874,0.920454545,0.995133223,0.997164461,0.936,0.9375,90.64752743,213
8431,SMAN 15 GOWA,SMA,Negeri,200,22,4,10,1300,4319,71,-5.294212,119.748647,0.469768712,-0.452446553,2,0,0.956521739,0.125707102,0.886363636,0.995427791,0.995710339,0.824,0.875,90.63505094,214
2400,SD NEGERI BONTOMANAI,SD,Negeri,80,8,1,7,900,1104,71,-5.401909,119.525665,-1.19764504,-0.056393981,2,0,0.956521739,0.050282841,0.920454545,0.998859082,0.997164461,0.936,0.96875,90.62826044,215
6987,SMP ISLAM AL IRSYAD TELLU LIMPOE,SMP,Swasta,128,11,3,8,1300,3759,71,-3.77637,119.857693,-0.536221659,-0.212960473,2,0,0.956521739,0.080452546,0.909090909,0.996025465,0.995710339,0.912,0.90625,90.62495403,216
1391,SD INPRES 10/73 LALEBATA,SD,Negeri,76,8,0,7,3500,4679,71,-4.615707,119.681045,-1.34007822,0.057084575,2,0,0.956521739,0.047768699,0.920454545,0.995043572,0.987712665,0.936,1,90.62311647,217
7641,SMP NEGERI 4 BONTOLEMPANGANGSATAP MALENGU,SMP,Negeri,34,8,2,3,3500,1252,71,-5.294641,119.752079,-1.436932885,0.036910581,2,0,0.956521739,0.021370207,0.965909091,0.998701125,0.987712665,0.936,0.9375,90.6120965,218
1566,SD NEGERI 305 TA GENTUNG,SD,Negeri,37,7,2,3,5500,4419,71,-5.317792,120.174345,-1.454097031,0.099003181,2,0,0.956521739,0.023255814,0.965909091,0.995321063,0.980442053,0.944,0.9375,90.61139968,219
6989,SMP NEGERI 2 PANCA LAUTANG,SMP,Negeri,159,19,4,14,900,703,70,-3.793893,119.85786,0.430349282,-0.822462269,2,0,1,0.099937146,0.840909091,0.99928706,0.997164461,0.848,0.875,90.60266311,220
3493,UPT SD NEGERI 064 BALANNALU,SD,Negeri,23,10,3,7,2200,3423,70,-2.549241,120.441458,-0.941665009,-0.110225592,2,0,1,0.014456317,0.920454545,0.99638407,0.992438563,0.92,0.90625,90.5964558,221
4055,SD NEGERI 33 BODDIE,SD,Negeri,100,6,2,8,2200,3686,71,-5.292539,119.834345,-0.98965976,-0.070593246,2,0,0.956521739,0.062853551,0.909090909,0.996103376,0.992438563,0.952,0.9375,90.47919586,222
8361,SMAN 9 BONE,SMA,Negeri,407,37,6,26,900,1902,70,-4.554069,120.226753,3.204607999,-1.090743081,2,0,1,0.255813953,0.704545455,0.998007396,0.997164461,0.704,0.8125,90.47435427,223
5397,UPT SDN 8 MAKALE,SD,Negeri,85,7,3,6,5500,1253,71,-3.070728,119.837075,-0.946302,-0.031023907,2,0,0.956521739,0.053425519,0.931818182,0.998700058,0.980442053,0.944,0.90625,90.46798765,224
